DRY_RUN_ID,CURRENT_TIMESTAMP,STEP_NAME,RESOURCE_NAME,MAX_CPU,AVG_CPU,MAX_MEM
186,2.02411E+13,02-03-prepare,cloud4,101.7,48.063,92.031
187,2.02411E+13,01-01-retrieve,cloud5,,0,6.875
187,2.02411E+13,01-02-prepare-and-store,cloud5,59.8,14.95,77.801
187,2.02411E+13,02-01-retrieve,cloud5,,0,23.125
187,2.02411E+13,02-02-slice,cloud5,99.6,24.9,74.875
187,2.02411E+13,02-03-prepare,cloud5,101.7,49.9643,91.504
188,2.02411E+13,01-01-retrieve,cloud6,,0,7.125
188,2.02411E+13,01-02-prepare-and-store,cloud6,53.8,13.45,77.98
188,2.02411E+13,02-01-retrieve,cloud6,,0,22.875
188,2.02411E+13,02-02-slice,cloud6,99.5,24.875,74.734
188,2.02411E+13,02-03-prepare,cloud6,101.7,49.9107,92.367
189,2.02411E+13,01-01-retrieve,cloud7,,0,22.875
189,2.02411E+13,01-02-prepare-and-store,cloud7,53.8,13.45,77.48
189,2.02411E+13,02-01-retrieve,cloud7,,0,14
189,2.02411E+13,02-02-slice,cloud7,101.7,25.425,75.02
189,2.02411E+13,02-03-prepare,cloud7,101.7,49.9214,91.727
190,2.02411E+13,01-01-retrieve,cloud8,,0,7
190,2.02411E+13,01-02-prepare-and-store,cloud8,53.8,13.45,77.871
190,2.02411E+13,02-01-retrieve,cloud8,,0,14.25
190,2.02411E+13,02-02-slice,cloud8,101.7,25.425,74.738
190,2.02411E+13,02-03-prepare,cloud8,101.7,49.9143,91.992
191,2.02411E+13,01-01-retrieve,fog2,9.9,1.98,11.875
191,2.02411E+13,01-02-prepare-and-store,fog2,37.9,9.475,77.656
191,2.02411E+13,02-01-retrieve,fog2,19.8,7.07143,15.125
191,2.02411E+13,02-02-slice,fog2,97.7,24.425,74.934
191,2.02411E+13,02-03-prepare,fog2,101.8,48.7,93.867
192,2.02411E+13,01-01-retrieve,fog3,,0,13.125
192,2.02411E+13,01-02-prepare-and-store,fog3,33.9,8.475,78.465
192,2.02411E+13,02-01-retrieve,fog3,19.8,5.64286,14.25
192,2.02411E+13,02-02-slice,fog3,101.7,25.425,75.438
192,2.02411E+13,02-03-prepare,fog3,101.8,48.0857,94.047
193,2.02411E+13,01-01-retrieve,cloud1,,0,23
193,2.02411E+13,01-02-prepare-and-store,cloud1,53.8,13.45,78
193,2.02411E+13,02-01-retrieve,cloud1,,0,12.375
193,2.02411E+13,02-02-slice,cloud1,99.7,24.925,75.168
193,2.02411E+13,02-03-prepare,cloud1,101.7,54.2226,93.957
194,2.02411E+13,01-01-retrieve,cloud2,,0,22.875
194,2.02411E+13,01-02-prepare-and-store,cloud2,51.9,12.975,78.277
194,2.02411E+13,02-01-retrieve,cloud2,,0,14.375
194,2.02411E+13,02-02-slice,cloud2,101.7,25.425,75.371
194,2.02411E+13,02-03-prepare,cloud2,101.7,55.1781,94.156
195,2.02411E+13,01-01-retrieve,cloud3,,0,23
195,2.02411E+13,01-02-prepare-and-store,cloud3,67.8,16.95,78.254
195,2.02411E+13,02-01-retrieve,cloud3,,0,22.875
195,2.02411E+13,02-02-slice,cloud3,101.6,25.4,75.93
195,2.02411E+13,02-03-prepare,cloud3,101.7,54.7419,94.336
196,2.02411E+13,01-01-retrieve,cloud4,,0,14.375
196,2.02411E+13,01-02-prepare-and-store,cloud4,49.9,12.475,78.117
196,2.02411E+13,02-01-retrieve,cloud4,,0,12.875
196,2.02411E+13,02-02-slice,cloud4,99.6,24.9,75.785
196,2.02411E+13,02-03-prepare,cloud4,101.7,51.7567,94.531
197,2.02411E+13,01-01-retrieve,cloud5,9.8,1.96,22.875
197,2.02411E+13,01-02-prepare-and-store,cloud5,53.8,13.45,77.836
197,2.02411E+13,02-01-retrieve,cloud5,97.8,19.56,20.75
197,2.02411E+13,02-02-slice,cloud5,97.7,24.425,75.367
197,2.02411E+13,02-03-prepare,cloud5,101.7,54.2839,93.465
198,2.02411E+13,01-01-retrieve,cloud6,9.8,1.96,22.125
198,2.02411E+13,01-02-prepare-and-store,cloud6,59.8,14.95,77.578
198,2.02411E+13,02-01-retrieve,cloud6,96.9,19.38,21.5
198,2.02411E+13,02-02-slice,cloud6,99.6,24.9,75.559
198,2.02411E+13,02-03-prepare,cloud6,101.8,53.7,93.855
199,2.02411E+13,01-01-retrieve,cloud7,9.9,1.98,22.75
199,2.02411E+13,01-02-prepare-and-store,cloud7,57.8,14.45,77.75
199,2.02411E+13,02-01-retrieve,cloud7,,0,14.375
199,2.02411E+13,02-02-slice,cloud7,99.6,24.9,75.59
199,2.02411E+13,02-03-prepare,cloud7,101.7,54.4677,93.746
200,2.02411E+13,01-01-retrieve,cloud8,,0,22.742
200,2.02411E+13,01-02-prepare-and-store,cloud8,57.7,14.425,77.418
200,2.02411E+13,02-01-retrieve,cloud8,,0,11.25
200,2.02411E+13,02-02-slice,cloud8,99.7,24.925,75.457
200,2.02411E+13,02-03-prepare,cloud8,101.7,53.6419,93.941
201,2.02411E+13,01-01-retrieve,fog2,9.9,1.65,22.625
201,2.02411E+13,01-02-prepare-and-store,fog2,29.9,7.475,77.93
201,2.02411E+13,02-01-retrieve,fog2,19.8,7.07143,22.875
201,2.02411E+13,02-02-slice,fog2,99.8,24.95,75.383
201,2.02411E+13,02-03-prepare,fog2,101.7,51.3034,94.254
202,2.02411E+13,01-01-retrieve,fog3,9.9,1.98,22.75
202,2.02411E+13,01-02-prepare-and-store,fog3,23.9,5.975,78.086
202,2.02411E+13,02-01-retrieve,fog3,19.8,5.65714,23
202,2.02411E+13,02-02-slice,fog3,99.7,24.925,75.012
202,2.02411E+13,02-03-prepare,fog3,101.7,51.4897,94.109
203,2.02411E+13,01-01-retrieve,cloud1,9.9,1.98,23
203,2.02411E+13,01-02-prepare-and-store,cloud1,37.9,9.475,77.887
203,2.02411E+13,02-01-retrieve,cloud1,,0,11
203,2.02411E+13,02-02-slice,cloud1,99.7,24.925,75.906
203,2.02411E+13,02-03-prepare,cloud1,103.6,57.1848,93.883
204,2.02411E+13,01-01-retrieve,cloud2,,0,21.25
204,2.02411E+13,01-02-prepare-and-store,cloud2,33.9,8.475,78.504
204,2.02411E+13,02-01-retrieve,cloud2,,0,6.875
204,2.02411E+13,02-02-slice,cloud2,99.7,24.925,75.949
204,2.02411E+13,02-03-prepare,cloud2,101.7,57.9441,94.527
205,2.02411E+13,01-01-retrieve,cloud3,9.9,1.98,21
205,2.02411E+13,01-02-prepare-and-store,cloud3,53.8,10.76,78.383
205,2.02411E+13,02-01-retrieve,cloud3,,0,22.625
205,2.02411E+13,02-02-slice,cloud3,99.6,24.9,76.176
205,2.02411E+13,02-03-prepare,cloud3,101.6,57.4758,94.84
206,2.02411E+13,01-01-retrieve,cloud4,,0,10.75
206,2.02411E+13,01-02-prepare-and-store,cloud4,37.9,9.475,78.031
206,2.02411E+13,02-01-retrieve,cloud4,96.2,24.05,22.875
206,2.02411E+13,02-02-slice,cloud4,99.7,24.925,75.785
206,2.02411E+13,02-03-prepare,cloud4,101.7,54.7839,93.934
207,2.02411E+13,01-01-retrieve,cloud5,9.9,1.98,22.25
207,2.02411E+13,01-02-prepare-and-store,cloud5,45.9,11.475,77.719
207,2.02411E+13,02-01-retrieve,cloud5,68.6,13.72,19.125
207,2.02411E+13,02-02-slice,cloud5,101.7,25.425,75.797
207,2.02411E+13,02-03-prepare,cloud5,101.7,56.8576,94.211
208,2.02411E+13,01-01-retrieve,cloud6,9.8,1.96,22.125
208,2.02411E+13,01-02-prepare-and-store,cloud6,41.9,10.475,77.785
208,2.02411E+13,02-01-retrieve,cloud6,88.3,17.66,14.75
208,2.02411E+13,02-02-slice,cloud6,99.7,24.925,75.691
208,2.02411E+13,02-03-prepare,cloud6,101.7,57.2091,93.785
209,2.02411E+13,01-01-retrieve,cloud7,9.9,1.98,18.25
209,2.02411E+13,01-02-prepare-and-store,cloud7,43.9,10.975,77.762
209,2.02411E+13,02-01-retrieve,cloud7,98.8,19.76,22.875
209,2.02411E+13,02-02-slice,cloud7,97.7,24.425,75.969
209,2.02411E+13,02-03-prepare,cloud7,103.7,57.2697,94.145
210,2.02411E+13,01-01-retrieve,cloud8,9.9,1.98,15.125
210,2.02411E+13,01-02-prepare-and-store,cloud8,39.9,9.975,77.875
210,2.02411E+13,02-01-retrieve,cloud8,,0,10.625
210,2.02411E+13,02-02-slice,cloud8,99.8,24.95,75.723
210,2.02411E+13,02-03-prepare,cloud8,101.7,57.5121,93.879
211,2.02411E+13,01-01-retrieve,fog2,9.9,1.65,22.875
211,2.02411E+13,01-02-prepare-and-store,fog2,39.9,9.975,78.086
211,2.02411E+13,02-01-retrieve,fog2,19.8,8.6625,17.875
211,2.02411E+13,02-02-slice,fog2,99.6,24.9,75.711
211,2.02411E+13,02-03-prepare,fog2,101.7,53.0677,95.336
212,2.02411E+13,01-01-retrieve,fog3,9.9,1.65,22.875
212,2.02411E+13,01-02-prepare-and-store,fog3,37.9,9.475,78.18
212,2.02411E+13,02-01-retrieve,fog3,19.8,8.65,16.25
212,2.02411E+13,02-02-slice,fog3,97.8,24.45,76.086
212,2.02411E+13,02-03-prepare,fog3,101.8,53.9065,95.281
213,2.02411E+13,01-01-retrieve,cloud1,,0,22.75
213,2.02411E+13,01-02-prepare-and-store,cloud1,51.8,12.95,78.094
213,2.02411E+13,02-01-retrieve,cloud1,,0,23.125
213,2.02411E+13,02-02-slice,cloud1,101.8,25.45,76.215
213,2.02411E+13,02-03-prepare,cloud1,101.7,59.7771,95.445
214,2.02411E+13,01-01-retrieve,cloud2,9.9,1.98,23
214,2.02411E+13,01-02-prepare-and-store,cloud2,55.8,13.95,78.395
214,2.02411E+13,02-01-retrieve,cloud2,,0,7
214,2.02411E+13,02-02-slice,cloud2,101.7,25.425,76.285
214,2.02411E+13,02-03-prepare,cloud2,101.7,60.6892,94.852
215,2.02411E+13,01-01-retrieve,cloud3,9.9,1.98,23
215,2.02411E+13,01-02-prepare-and-store,cloud3,87.8,17.56,78.434
215,2.02411E+13,02-01-retrieve,cloud3,85.8,17.16,22.875
215,2.02411E+13,02-02-slice,cloud3,101.6,39.46,76.59
215,2.02411E+13,02-03-prepare,cloud3,101.6,59.9429,95.895
216,2.02411E+13,01-01-retrieve,cloud4,,0,22.625
216,2.02411E+13,01-02-prepare-and-store,cloud4,57.8,14.45,78.105
216,2.02411E+13,02-01-retrieve,cloud4,87.9,21.975,22.875
216,2.02411E+13,02-02-slice,cloud4,95.6,23.9,76.25
216,2.02411E+13,02-03-prepare,cloud4,101.7,57.4529,95.316
217,2.02411E+13,01-01-retrieve,cloud5,,0,16.25
217,2.02411E+13,01-02-prepare-and-store,cloud5,65.8,16.45,77.957
217,2.02411E+13,02-01-retrieve,cloud5,68.8,13.76,15
217,2.02411E+13,02-02-slice,cloud5,99.7,39.5,76.32
217,2.02411E+13,02-03-prepare,cloud5,101.7,59.8057,95.41
218,2.02411E+13,01-01-retrieve,cloud6,9.9,1.98,19
218,2.02411E+13,01-02-prepare-and-store,cloud6,61.8,15.45,78.023
218,2.02411E+13,02-01-retrieve,cloud6,78.9,15.78,14.875
218,2.02411E+13,02-02-slice,cloud6,99.6,24.9,75.82
218,2.02411E+13,02-03-prepare,cloud6,101.7,59.9857,95.117
219,2.02411E+13,01-01-retrieve,cloud7,9.9,1.98,15.625
219,2.02411E+13,01-02-prepare-and-store,cloud7,65.8,16.45,77.973
219,2.02411E+13,02-01-retrieve,cloud7,89.1,17.82,22.875
219,2.02411E+13,02-02-slice,cloud7,101.7,39.48,75.961
219,2.02411E+13,02-03-prepare,cloud7,101.7,59.9286,95.223
220,2.02411E+13,01-01-retrieve,cloud8,9.9,1.98,20.25
220,2.02411E+13,01-02-prepare-and-store,cloud8,63.8,15.95,77.895
220,2.02411E+13,02-01-retrieve,cloud8,,0,23.125
220,2.02411E+13,02-02-slice,cloud8,101.7,39.88,76.211
220,2.02411E+13,02-03-prepare,cloud8,101.7,59.7472,95.426
221,2.02411E+13,01-01-retrieve,fog2,9.9,1.65,15.125
221,2.02411E+13,01-02-prepare-and-store,fog2,31.8,7.95,77.656
221,2.02411E+13,02-01-retrieve,fog2,19.8,9.9,22.875
221,2.02411E+13,02-02-slice,fog2,99.7,24.925,75.816
221,2.02411E+13,02-03-prepare,fog2,101.8,56.1469,97.523
222,2.02411E+13,01-01-retrieve,fog3,9.9,1.65,20.875
222,2.02411E+13,01-02-prepare-and-store,fog3,35.9,8.975,78.117
222,2.02411E+13,02-01-retrieve,fog3,19.8,9.9,23
222,2.02411E+13,02-02-slice,fog3,99.7,24.925,76.402
222,2.02411E+13,02-03-prepare,fog3,101.8,56.5061,95.816
223,2.02411E+13,01-01-retrieve,cloud1,,0,16.375
223,2.02411E+13,01-02-prepare-and-store,cloud1,51.8,12.95,78.828
223,2.02411E+13,02-01-retrieve,cloud1,98.6,19.72,21.25
223,2.02411E+13,02-02-slice,cloud1,99.7,39.46,76.551
223,2.02411E+13,02-03-prepare,cloud1,101.7,62.1158,99.664
224,2.02411E+13,01-01-retrieve,cloud2,,0,21.5
224,2.02411E+13,01-02-prepare-and-store,cloud2,47.9,11.975,78.051
224,2.02411E+13,02-01-retrieve,cloud2,98.4,19.68,21.5
224,2.02411E+13,02-02-slice,cloud2,99.7,39.48,76.574
224,2.02411E+13,02-03-prepare,cloud2,101.8,63.0949,95.578
225,2.02411E+13,01-01-retrieve,cloud3,,0,19.5
225,2.02411E+13,01-02-prepare-and-store,cloud3,70.4,17.6,78.074
225,2.02411E+13,02-01-retrieve,cloud3,97.2,19.44,21.375
225,2.02411E+13,02-02-slice,cloud3,101.6,39.84,77.113
225,2.02411E+13,02-03-prepare,cloud3,101.6,62.1842,97.547
226,2.02411E+13,01-01-retrieve,cloud4,9.9,2.475,23
226,2.02411E+13,01-02-prepare-and-store,cloud4,49.9,12.475,78.605
226,2.02411E+13,02-01-retrieve,cloud4,98.5,19.7,22.875
226,2.02411E+13,02-02-slice,cloud4,101.6,20.32,76.703
226,2.02411E+13,02-03-prepare,cloud4,101.7,60.9028,97.695
227,2.02411E+13,01-01-retrieve,cloud5,9.8,1.96,18
227,2.02411E+13,01-02-prepare-and-store,cloud5,53.9,13.475,77.938
227,2.02411E+13,02-01-retrieve,cloud5,68.8,13.76,10.625
227,2.02411E+13,02-02-slice,cloud5,99.7,39.88,76.367
227,2.02411E+13,02-03-prepare,cloud5,101.7,62.1189,100.051
228,2.02411E+13,01-01-retrieve,cloud6,9.9,1.98,15.875
228,2.02411E+13,01-02-prepare-and-store,cloud6,59.8,14.95,77.953
228,2.02411E+13,02-01-retrieve,cloud6,88.2,17.64,13.5
228,2.02411E+13,02-02-slice,cloud6,99.7,39.86,76.242
228,2.02411E+13,02-03-prepare,cloud6,101.7,62.1711,96.898
229,2.02411E+13,01-01-retrieve,cloud7,,0,13.75
229,2.02411E+13,01-02-prepare-and-store,cloud7,55.8,13.95,78.227
229,2.02411E+13,02-01-retrieve,cloud7,98.3,19.66,22.625
229,2.02411E+13,02-02-slice,cloud7,99.7,39.88,76.199
229,2.02411E+13,02-03-prepare,cloud7,101.7,62.127,96.816
230,2.02411E+13,01-01-retrieve,cloud8,9.9,1.98,14.875
230,2.02411E+13,01-02-prepare-and-store,cloud8,55.8,13.95,78.277
230,2.02411E+13,02-01-retrieve,cloud8,98.1,19.62,15.875
230,2.02411E+13,02-02-slice,cloud8,101.7,40.28,76.312
230,2.02411E+13,02-03-prepare,cloud8,101.7,62.3895,97.234
231,2.02411E+13,01-01-retrieve,fog2,9.9,1.65,20.75
231,2.02411E+13,01-02-prepare-and-store,fog2,27.9,6.975,78.379
231,2.02411E+13,02-01-retrieve,fog2,19.8,8.8,18.75
231,2.02411E+13,02-02-slice,fog2,101.7,25.425,76.605
231,2.02411E+13,02-03-prepare,fog2,101.8,58.24,98.391
232,2.02411E+13,01-01-retrieve,fog3,9.9,1.65,14.5
232,2.02411E+13,01-02-prepare-and-store,fog3,29.9,7.475,77.957
232,2.02411E+13,02-01-retrieve,fog3,19.8,9.9,18.25
232,2.02411E+13,02-02-slice,fog3,99.7,24.925,76.488
232,2.02411E+13,02-03-prepare,fog3,101.8,58.8086,97.852
233,2.02411E+13,01-01-retrieve,cloud1,9.9,1.98,11
233,2.02411E+13,01-02-prepare-and-store,cloud1,47.9,11.975,78.582
233,2.02411E+13,02-01-retrieve,cloud1,98.5,19.7,21.875
233,2.02411E+13,02-02-slice,cloud1,101.6,40.24,76.801
233,2.02411E+13,02-03-prepare,cloud1,101.7,64.9575,98.113
234,2.02411E+13,01-01-retrieve,cloud2,,0,15.375
234,2.02411E+13,01-02-prepare-and-store,cloud2,37.9,9.475,78.41
234,2.02411E+13,02-01-retrieve,cloud2,96.7,19.34,23
234,2.02411E+13,02-02-slice,cloud2,99.6,39.84,76.301
234,2.02411E+13,02-03-prepare,cloud2,101.7,65.461,98.816
235,2.02411E+13,01-01-retrieve,cloud3,9.9,1.98,20.875
235,2.02411E+13,01-02-prepare-and-store,cloud3,57.8,14.45,78.266
235,2.02411E+13,02-01-retrieve,cloud3,98.3,19.66,15.125
235,2.02411E+13,02-02-slice,cloud3,101.6,39.84,76.707
235,2.02411E+13,02-03-prepare,cloud3,101.7,64.9075,98.219
236,2.02411E+13,01-01-retrieve,cloud4,,0,22.75
236,2.02411E+13,01-02-prepare-and-store,cloud4,37.9,9.475,78.062
236,2.02411E+13,02-01-retrieve,cloud4,95.4,19.08,22.875
236,2.02411E+13,02-02-slice,cloud4,97.6,38.64,76.836
236,2.02411E+13,02-03-prepare,cloud4,101.7,62.5684,98.73
237,2.02411E+13,01-01-retrieve,cloud5,9.8,1.96,14.625
237,2.02411E+13,01-02-prepare-and-store,cloud5,47.9,11.975,77.844
237,2.02411E+13,02-01-retrieve,cloud5,68.8,11.4667,22.75
237,2.02411E+13,02-02-slice,cloud5,99.6,39.84,76.262
237,2.02411E+13,02-03-prepare,cloud5,101.7,64.15,97.805
238,2.02411E+13,01-01-retrieve,cloud6,9.9,1.98,10.875
238,2.02411E+13,01-02-prepare-and-store,cloud6,45.9,11.475,78.148
238,2.02411E+13,02-01-retrieve,cloud6,95.9,30.1833,22.875
238,2.02411E+13,02-02-slice,cloud6,99.7,39.88,76.547
238,2.02411E+13,02-03-prepare,cloud6,101.7,63.7975,98.402
239,2.02411E+13,01-01-retrieve,cloud7,9.9,1.65,22.875
239,2.02411E+13,01-02-prepare-and-store,cloud7,59.8,14.95,77.984
239,2.02411E+13,02-01-retrieve,cloud7,89.1,17.82,15.625
239,2.02411E+13,02-02-slice,cloud7,101.7,40.26,76.766
239,2.02411E+13,02-03-prepare,cloud7,101.7,66.5976,97.57
240,2.02411E+13,01-01-retrieve,cloud8,9.9,1.98,14.375
240,2.02411E+13,01-02-prepare-and-store,cloud8,47.9,11.975,78.105
240,2.02411E+13,02-01-retrieve,cloud8,88.7,17.74,21.375
240,2.02411E+13,02-02-slice,cloud8,101.7,40.28,76.445
240,2.02411E+13,02-03-prepare,cloud8,101.7,64.9475,97.566
241,2.02411E+13,01-01-retrieve,fog2,9.9,1.41429,20.75
241,2.02411E+13,01-02-prepare-and-store,fog2,39.9,9.975,78.109
241,2.02411E+13,02-01-retrieve,fog2,19.8,8.9,17.875
241,2.02411E+13,02-02-slice,fog2,99.8,39.9,77.582
241,2.02411E+13,02-03-prepare,fog2,101.8,62.5605,101.012
242,2.02411E+13,01-01-retrieve,fog3,9.9,2.82857,23
242,2.02411E+13,01-02-prepare-and-store,fog3,41.9,10.475,77.797
242,2.02411E+13,02-01-retrieve,fog3,19.8,10.88,17.375
242,2.02411E+13,02-02-slice,fog3,101.7,40.28,77.379
242,2.02411E+13,02-03-prepare,fog3,101.7,63.0316,100.359
243,2.02411E+13,01-01-retrieve,cloud1,9.9,1.98,7
243,2.02411E+13,01-02-prepare-and-store,cloud1,59.8,14.95,78.199
243,2.02411E+13,02-01-retrieve,cloud1,89,17.8,20.625
243,2.02411E+13,02-02-slice,cloud1,99.6,39.84,77.699
243,2.02411E+13,02-03-prepare,cloud1,101.8,68.3689,100.582
244,2.02411E+13,01-01-retrieve,cloud2,,0,13.625
244,2.02411E+13,01-02-prepare-and-store,cloud2,53.9,13.475,78.195
244,2.02411E+13,02-01-retrieve,cloud2,88.5,17.7,21.25
244,2.02411E+13,02-02-slice,cloud2,99.6,39.44,77.578
244,2.02411E+13,02-03-prepare,cloud2,101.7,68.9217,100.305
245,2.02411E+13,01-01-retrieve,cloud3,9.9,1.98,11.25
245,2.02411E+13,01-02-prepare-and-store,cloud3,69.8,17.45,78.344
245,2.02411E+13,02-01-retrieve,cloud3,97.3,19.46,23
245,2.02411E+13,02-02-slice,cloud3,99.6,39.44,77.68
245,2.02411E+13,02-03-prepare,cloud3,101.6,68.3667,101.164
246,2.02411E+13,01-01-retrieve,cloud4,9.9,1.98,14.5
246,2.02411E+13,01-02-prepare-and-store,cloud4,59.8,14.95,78.426
246,2.02411E+13,02-01-retrieve,cloud4,88.4,17.68,14.25
246,2.02411E+13,02-02-slice,cloud4,99.6,39.84,77.898
246,2.02411E+13,02-03-prepare,cloud4,101.7,65.4452,101.469
247,2.02411E+13,01-01-retrieve,cloud5,9.9,3.28333,23.125
247,2.02411E+13,01-02-prepare-and-store,cloud5,65.8,16.45,77.984
247,2.02411E+13,02-01-retrieve,cloud5,87.3,27.05,21.125
247,2.02411E+13,02-02-slice,cloud5,101.7,40.28,77.375
247,2.02411E+13,02-03-prepare,cloud5,101.7,68.18,102.852
248,2.02411E+13,01-01-retrieve,cloud6,9.8,1.96,7
248,2.02411E+13,01-02-prepare-and-store,cloud6,59.7,14.925,78.227
248,2.02411E+13,02-01-retrieve,cloud6,105.4,32.3167,18.5
248,2.02411E+13,02-02-slice,cloud6,99.7,39.88,77.211
248,2.02411E+13,02-03-prepare,cloud6,101.7,67.9682,100.16
249,2.02411E+13,01-01-retrieve,cloud7,9.9,3.3,22.375
249,2.02411E+13,01-02-prepare-and-store,cloud7,61.8,15.45,78.113
249,2.02411E+13,02-01-retrieve,cloud7,98.7,19.74,13.5
249,2.02411E+13,02-02-slice,cloud7,101.7,40.28,77.617
249,2.02411E+13,02-03-prepare,cloud7,101.8,68.1568,100.23
250,2.02411E+13,01-01-retrieve,cloud8,9.9,3.3,23.125
250,2.02411E+13,01-02-prepare-and-store,cloud8,59.8,14.95,77.812
250,2.02411E+13,02-01-retrieve,cloud8,98.4,19.68,14.25
250,2.02411E+13,02-02-slice,cloud8,99.7,39.86,77.477
250,2.02411E+13,02-03-prepare,cloud8,101.8,68.1591,100.168
251,2.02411E+13,01-01-retrieve,fog2,9.9,1.41429,18.875
251,2.02411E+13,01-02-prepare-and-store,fog2,21.9,5.475,78.023
251,2.02411E+13,02-01-retrieve,fog2,29.7,12.5818,15.625
251,2.02411E+13,02-02-slice,fog2,99.8,39.92,78.156
251,2.02411E+13,02-03-prepare,fog2,101.7,65.8048,101.512
252,2.02411E+13,01-01-retrieve,fog3,9.9,2.82857,21.375
252,2.02411E+13,01-02-prepare-and-store,fog3,25.9,6.475,78.234
252,2.02411E+13,02-01-retrieve,fog3,29.7,12.5909,15.75
252,2.02411E+13,02-02-slice,fog3,99.8,39.9,78.781
252,2.02411E+13,02-03-prepare,fog3,101.7,66.0881,101.273
253,2.02411E+13,01-01-retrieve,cloud1,9.9,1.65,22.625
253,2.02411E+13,01-02-prepare-and-store,cloud1,33.9,8.475,77.828
253,2.02411E+13,02-01-retrieve,cloud1,88.9,17.78,14.625
253,2.02411E+13,02-02-slice,cloud1,101.7,40.28,78.605
253,2.02411E+13,02-03-prepare,cloud1,101.7,70.9061,103.828
254,2.02411E+13,01-01-retrieve,cloud2,9.9,1.65,22.875
254,2.02411E+13,01-02-prepare-and-store,cloud2,35.9,8.975,77.734
254,2.02411E+13,02-01-retrieve,cloud2,98.4,19.68,12.43
254,2.02411E+13,02-02-slice,cloud2,101.7,40.28,79.105
254,2.02411E+13,02-03-prepare,cloud2,101.8,71.982,101.504
255,2.02411E+13,01-01-retrieve,cloud3,9.9,1.65,23.125
255,2.02411E+13,01-02-prepare-and-store,cloud3,51.9,12.975,78.184
255,2.02411E+13,02-01-retrieve,cloud3,86.5,17.3,10.5
255,2.02411E+13,02-02-slice,cloud3,101.6,40.24,78.973
255,2.02411E+13,02-03-prepare,cloud3,101.6,71.2776,101.699
256,2.02411E+13,01-01-retrieve,cloud4,9.9,1.98,12.625
256,2.02411E+13,01-02-prepare-and-store,cloud4,27.9,6.975,77.945
256,2.02411E+13,02-01-retrieve,cloud4,98.6,31,23
256,2.02411E+13,02-02-slice,cloud4,99.6,39.84,78.824
256,2.02411E+13,02-03-prepare,cloud4,101.7,69.6723,103.562
257,2.02411E+13,01-01-retrieve,cloud5,9.9,3.3,21
257,2.02411E+13,01-02-prepare-and-store,cloud5,37.9,9.475,78.008
257,2.02411E+13,02-01-retrieve,cloud5,87.2,26.0667,11.25
257,2.02411E+13,02-02-slice,cloud5,99.7,49.8167,78.547
257,2.02411E+13,02-03-prepare,cloud5,101.7,71.4061,103.41
258,2.02411E+13,01-01-retrieve,cloud6,9.9,1.65,20.875
258,2.02411E+13,01-02-prepare-and-store,cloud6,41.9,10.475,77.566
258,2.02411E+13,02-01-retrieve,cloud6,108.1,31.1,11.5
258,2.02411E+13,02-02-slice,cloud6,101.5,49.7833,78.234
258,2.02411E+13,02-03-prepare,cloud6,101.7,71.2449,103.543
259,2.02411E+13,01-01-retrieve,cloud7,19.8,4.95,12
259,2.02411E+13,01-02-prepare-and-store,cloud7,39.9,9.975,77.66
259,2.02411E+13,02-01-retrieve,cloud7,98.8,19.76,14.75
259,2.02411E+13,02-02-slice,cloud7,101.7,33.5667,78.129
259,2.02411E+13,02-03-prepare,cloud7,101.8,70.775,100.891
260,2.02411E+13,01-01-retrieve,cloud8,9.9,3.3,20.875
260,2.02411E+13,01-02-prepare-and-store,cloud8,35.9,8.975,77.574
260,2.02411E+13,02-01-retrieve,cloud8,98.8,19.76,10
260,2.02411E+13,02-02-slice,cloud8,99.7,39.88,78.805
260,2.02411E+13,02-03-prepare,cloud8,101.7,71.1224,100.852
